trialNb	groupNb	indexInGroup	cue	association	assoNb	timeToFirstKeypress	timeToSubmission	list	set	load	original_pattern	reproduced_pattern	correct	hits	misses	falseAlarms
1	1	1	pijn	p1	1	3183	4010	0	0	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
1	1	1	pijn	p2	2	4774	5180	0	0	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
1	1	1	pijn	p3	3	5585	5991	0	0	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
2	1	2	reeds	r1	1	1606	1934	0	0	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
2	1	2	reeds	r2	2	2293	2558	0	0	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
2	1	2	reeds	r3	3	2917	3151	0	0	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
3	1	3	prijzig	1	1	359	734	0	0	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
3	1	3	prijzig	2	2	952	1077	0	0	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
3	1	3	prijzig	3	3	1233	1389	0	0	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
4	1	4	voet	1	1	125	328	0	0	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
4	1	4	voet	2	2	406	578	0	0	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
4	1	4	voet	3	3	702	890	0	0	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
5	1	5	paleis	a	1	1747	1872	0	0	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
5	1	5	paleis	b	2	2231	2325	0	0	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
5	1	5	paleis	c	3	2652	2730	0	0	LOW_LOAD	0000000011110000	0000000000000000	0	0	4	0
6	2	1	term	a	1	655	873	0	0	LOW_LOAD	0010001000100010	0000000000000000	0	0	4	0
6	2	1	term	b	2	1107	1217	0	0	LOW_LOAD	0010001000100010	0000000000000000	0	0	4	0
6	2	1	term	c	3	1435	1560	0	0	LOW_LOAD	0010001000100010	0000000000000000	0	0	4	0
7	2	2	pek	a	1	359	500	0	0	LOW_LOAD	0010001000100010	0000000000000000	0	0	4	0
7	2	2	pek	b	2	702	858	0	0	LOW_LOAD	0010001000100010	0000000000000000	0	0	4	0
7	2	2	pek	c	3	1077	1186	0	0	LOW_LOAD	0010001000100010	0000000000000000	0	0	4	0
8	2	3	trots	a	1	296	483	0	0	LOW_LOAD	0010001000100010	0000000000000000	0	0	4	0
8	2	3	trots	b	2	702	842	0	0	LOW_LOAD	0010001000100010	0000000000000000	0	0	4	0
8	2	3	trots	c	3	1123	1216	0	0	LOW_LOAD	0010001000100010	0000000000000000	0	0	4	0
9	2	4	nat	a	1	250	390	0	0	LOW_LOAD	0010001000100010	0000000000000000	0	0	4	0
9	2	4	nat	b	2	562	702	0	0	LOW_LOAD	0010001000100010	0000000000000000	0	0	4	0
9	2	4	nat	c	3	827	998	0	0	LOW_LOAD	0010001000100010	0000000000000000	0	0	4	0
10	2	5	rivier	a	1	156	328	0	0	LOW_LOAD	0010001000100010	0000000000000000	0	0	4	0
10	2	5	rivier	b	2	499	702	0	0	LOW_LOAD	0010001000100010	0000000000000000	0	0	4	0
10	2	5	rivier	c	3	1139	1232	0	0	LOW_LOAD	0010001000100010	0000000000000000	0	0	4	0
